album_name,track_title,track_n,lyric_line,line
pornography,The Figurehead,5,As I slip down the window freshly squashed fly,12
pornography,The Figurehead,5,"You mean nothing, you mean nothing",13
pornography,The Figurehead,5,I can lose myself in chinese art and american girls,14
pornography,The Figurehead,5,"All the time, lose me in the dark, please do it right",15
pornography,The Figurehead,5,"Run into the night, I will lose myself tomorrow",16
pornography,The Figurehead,5,"Crimson pain, my heart explodes",17
pornography,The Figurehead,5,My memory in a fire and someone will listen,18
pornography,The Figurehead,5,At least for a short while,19
pornography,The Figurehead,5,"I can never say no, I can never say no to anyone but you",20
pornography,The Figurehead,5,"Too many secrets, too many lies",21
pornography,The Figurehead,5,Writhing with hatred,22
pornography,The Figurehead,5,"Too many secrets, please make it good tonight",23
pornography,The Figurehead,5,But the same image haunts me,24
pornography,The Figurehead,5,"In sequence, in despair of time",25
pornography,The Figurehead,5,I will never be clean again,26
pornography,The Figurehead,5,"I touched her eyes, pressed my stained face",27
pornography,The Figurehead,5,I will never be clean again,28
pornography,The Figurehead,5,"Touch her eyes, press my stained face",29
pornography,The Figurehead,5,I will never be clean again,30
pornography,The Figurehead,5,I will never be clean again,31
pornography,A Strange Day,6,Give me your eyes that I might see,1
pornography,A Strange Day,6,The blind man kissing my hands,2
pornography,A Strange Day,6,"The sun is humming, my head turns to dust",3
pornography,A Strange Day,6,As he plays on his knees,4
pornography,A Strange Day,6,"And the sand and the sea grows, I close my eyes",5
pornography,A Strange Day,6,Move slowly through drowning waves going away on a strange day,6
pornography,A Strange Day,6,And I laugh as I drift in the wind,7
pornography,A Strange Day,6,Blind dancing on a beach of stone,8
pornography,A Strange Day,6,Cherish the faces as they wait for the end,9
pornography,A Strange Day,6,A sudden hush across the water and we\'re here again,10
pornography,A Strange Day,6,"And the sand and the sea grows, I close my eyes",11
pornography,A Strange Day,6,Move slowly through drowning waves going away on a strange day,12
pornography,A Strange Day,6,My head falls backs and the walls crash down,13
pornography,A Strange Day,6,And the sky and the impossible explode,14
pornography,A Strange Day,6,Held for one moment I remember a song,15
pornography,A Strange Day,6,An impression of sound then everything is gone forever,16
pornography,A Strange Day,6,A strange day,17
pornography,A Strange Day,6,A strange day,18
pornography,Cold,7,Scarred your back was turned curled like an embryo,1
pornography,Cold,7,"Take another face, you will be kissed again",2
pornography,Cold,7,I was cold as I mouthed the words and crawled across the mirror,3
pornography,Cold,7,I wait await the next breath your name like ice into my heart,4
pornography,Cold,7,A shallow grave a monument to the ruined age,5
pornography,Cold,7,Ice in my eyes and eyes like ice don\'t move,6
pornography,Cold,7,Screaming at the moon another past time,7
pornography,Cold,7,Your name like ice into my heart,8
pornography,Cold,7,"Everything as cold as life, can no one save you?",9
pornography,Cold,7,Everything as cold as silence and you will never say a word,10
pornography,Cold,7,"And you will never say a word, you will never say a word",11
pornography,Cold,7,"Your name like ice into my heart, your name like ice into my heart",12
pornography,Pornography,8,"A hand in my mouth, a life spills into the flowers",1
pornography,Pornography,8,We all look so perfect as we all fall down,2
pornography,Pornography,8,In an electric glare the old man cracks with age,3
pornography,Pornography,8,She found his last picture in the ashes of the fire,4
pornography,Pornography,8,An image of the queen echoes round the sweating bed,5
pornography,Pornography,8,Sour yellow sounds inside my head,6
pornography,Pornography,8,In books and films and in life nd in heaven,7
pornography,Pornography,8,The sound of slaughter as your body turns,8
pornography,Pornography,8,But it's too late,9
pornography,Pornography,8,It's too late,10
pornography,Pornography,8,It's too late,11
pornography,Pornography,8,It's too late,12
pornography,Pornography,8,One more day like today and I'll kill you,13
pornography,Pornography,8,A desire for flesh and real blood,14
pornography,Pornography,8,I'll watch you drown in the shower,15
pornography,Pornography,8,Pushing my life through your open eyes,16
pornography,Pornography,8,I must fight this sickness,17
pornography,Pornography,8,Find a cure,18
pornography,Pornography,8,I must fight this sickness,19
pornography,Break [Group Home Demo],9,Ainda não temos a letra desta música.,1
pornography,Break [Group Home Demo],9,Quer,2
pornography,Break [Group Home Demo],9,pra gente? =),3
pornography,Demise [Studio Demo],10,Ainda não temos a letra desta música.,1
pornography,Demise [Studio Demo],10,Quer,2
pornography,Demise [Studio Demo],10,pra gente? =),3
pornography,Temptation [Studio Demo],11,Ainda não temos a letra desta música.,1
pornography,Temptation [Studio Demo],11,Quer,2
pornography,Temptation [Studio Demo],11,pra gente? =),3
pornography,Airlock: The Soundtrack,15,Ainda não temos a letra desta música.,1
pornography,Airlock: The Soundtrack,15,Quer,2
pornography,Airlock: The Soundtrack,15,pra gente? =),3
pornography,All Mine [Live],19,Ainda não temos a letra desta música.,1
pornography,All Mine [Live],19,Quer,2
pornography,All Mine [Live],19,pra gente? =),3
pornography,Temptation Two [Demo Version],22,Ainda não temos a letra desta música.,1
pornography,Temptation Two [Demo Version],22,Quer,2
pornography,Temptation Two [Demo Version],22,pra gente? =),3
